Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Day of Week ,Time Slot,Ticket Status,Victim Group,Resolution Time
20316,4/29/2022,4/26/2022,26-04-2022 14:01,Kanpur,443,FRAUD,10,Other,Firearm,Other Crime,19,Yes,6/16/2022,Tuesday,Night,Solved,Minor,48
20985,5/27/2022,5/24/2022,25-05-2022 06:46,Hyderabad,126,TRAFFIC VIOLATION,37,Other,Poison,Traffic Fatality,14,Yes,6/24/2022,Tuesday,Night,Solved,Adult,28
23574,9/10/2022,9/9/2022,09-09-2022 7:32,Hyderabad,511,BURGLARY,15,Other,Other,Other Crime,3,Yes,2/6/2023,Friday,Morning,Solved,Minor,149
16409,11/17/2021,11/14/2021,15-11-2021 06:09,Hyderabad,255,FRAUD,65,M,None,Other Crime,10,No,,Sunday,Afternoon,Pending,Senior,N/A
9970,2/20/2021,2/19/2021,19-02-2021 10:23,Agra,422,DOMESTIC VIOLENCE,59,M,None,Violent Crime,8,No,,Friday,Evening,Pending,Adult,N/A
29441,5/13/2023,11/5/2023,12-05-2023 7:12,Ghaziabad,413,FRAUD,78,M,Explosives,Other Crime,13,No,,Sunday,Afternoon,Pending,Senior,N/A
24732,10/28/2022,10/27/2022,27-10-2022 12:09,Srinagar,484,KIDNAPPING,11,Other,Other,Other Crime,10,Yes,11/9/2022,Thursday,Night,Solved,Minor,12
13871,8/3/2021,7/31/2021,01-08-2021 2:06,Jaipur,549,SEXUAL ASSAULT,15,F,Poison,Violent Crime,2,No,,Saturday,Morning,Pending,Minor,N/A
3533,5/30/2020,5/27/2020,27-05-2020 04:20,Jaipur,303,IDENTITY THEFT,63,M,Blunt Object,Violent Crime,8,No,,Wednesday,Night,Pending,Senior,N/A
13377,7/12/2021,11/7/2021,12-07-2021 5:40,Kolkata,386,ROBBERY,18,M,Knife,Violent Crime,10,No,,Sunday,Afternoon,Pending,Adult,N/A
30606,6/29/2023,6/29/2023,29-06-2023 10:53,Delhi,308,SEXUAL ASSAULT,29,F,None,Violent Crime,1,No,,Thursday,Night,Pending,Adult,N/A
32287,9/8/2023,7/9/2023,07-09-2023 17:56,Chennai,106,FRAUD,25,M,Other,Other Crime,8,No,,Sunday,Morning,Pending,Adult,N/A
21510,6/17/2022,6/15/2022,15-06-2022 22:39,Thane,437,FRAUD,38,M,Blunt Object,Other Crime,6,Yes,9/7/2022,Wednesday,Afternoon,Solved,Adult,82
2042,3/27/2020,3/26/2020,26-03-2020 18:47,Bhopal,597,TRAFFIC VIOLATION,42,M,None,Traffic Fatality,13,No,,Thursday,Night,Pending,Adult,N/A
4907,7/25/2020,7/23/2020,23-07-2020 20:22,Pune,575,VANDALISM,15,M,None,Other Crime,17,No,,Thursday,Night,Pending,Minor,N/A
29083,4/28/2023,4/26/2023,26-04-2023 21:41,Kanpur,374,ASSAULT,78,F,Poison,Violent Crime,2,Yes,5/17/2023,Wednesday,Night,Solved,Senior,19
22227,7/16/2022,7/15/2022,15-07-2022 18:41,Mumbai,486,ARSON,55,M,Knife,Fire Accident,4,Yes,9/23/2022,Friday,Afternoon,Solved,Adult,69
251,1/14/2020,11/1/2020,12-01-2020 2:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,,Sunday,Afternoon,Pending,Adult,N/A
14101,8/11/2021,10/8/2021,11-08-2021 3:26,Delhi,329,SHOPLIFTING,43,F,None,Other Crime,16,No,,Friday,Morning,Pending,Adult,N/A
40015,7/26/2024,7/25/2024,25-07-2024 14:35,Mumbai,189,DRUG OFFENSE,33,F,None,Other Crime,14,No,,Thursday,Night,Pending,Adult,N/A
11280,4/15/2021,4/14/2021,15-04-2021 13:52,Kolkata,358,KIDNAPPING,30,F,Blunt Object,Other Crime,19,Yes,5/18/2021,Wednesday,Afternoon,Solved,Adult,33
12370,6/1/2021,5/30/2021,31-05-2021 04:50,Mumbai,506,TRAFFIC VIOLATION,42,F,Other,Traffic Fatality,18,Yes,6/30/2021,Sunday,Night,Solved,Adult,29
5170,8/5/2020,3/8/2020,04-08-2020 1:38,Delhi,174,EXTORTION,71,F,Poison,Other Crime,3,Yes,10/21/2020,Sunday,Morning,Solved,Senior,77
7569,11/12/2020,11/11/2020,12-11-2020 5:45,Surat,570,COUNTERFEITING,44,F,Poison,Other Crime,11,No,,Wednesday,Afternoon,Pending,Adult,N/A
900,2/8/2020,7/2/2020,07-02-2020 19:16,Hyderabad,535,TRAFFIC VIOLATION,77,M,Knife,Traffic Fatality,2,Yes,2/12/2020,Thursday,Morning,Solved,Senior,4
20529,5/6/2022,5/5/2022,05-05-2022 22:33,Mumbai,495,FIREARM OFFENSE,54,F,Other,Fire Accident,3,No,,Thursday,Morning,Pending,Adult,N/A
8926,1/8/2021,6/1/2021,07-01-2021 18:48,Bangalore,388,ILLEGAL POSSESSION,16,F,Knife,Other Crime,5,No,,Tuesday,Morning,Pending,Minor,N/A
13509,7/19/2021,7/16/2021,17-07-2021 06:54,Delhi,382,ROBBERY,26,M,Other,Violent Crime,5,Yes,1/13/2022,Friday,Evening,Solved,Adult,178
22152,7/14/2022,11/7/2022,12-07-2022 10:43,Rajkot,495,IDENTITY THEFT,66,M,Poison,Violent Crime,12,No,,Monday,Afternoon,Pending,Senior,N/A
34853,12/23/2023,12/23/2023,23-12-2023 14:13,Indore,196,TRAFFIC VIOLATION,13,M,Blunt Object,Traffic Fatality,12,Yes,1/15/2024,Saturday,Night,Solved,Minor,23
6133,9/13/2020,12/9/2020,13-09-2020 01:41,Kolkata,581,IDENTITY THEFT,76,F,Other,Violent Crime,12,Yes,12/10/2020,Wednesday,Afternoon,Solved,Senior,88
36516,3/3/2024,1/3/2024,02-03-2024 3:45,Mumbai,137,SHOPLIFTING,70,F,Explosives,Other Crime,17,No,,Wednesday,Morning,Pending,Senior,N/A
20328,4/28/2022,4/26/2022,27-04-2022 02:14,Delhi,574,DRUG OFFENSE,42,Other,Firearm,Other Crime,1,Yes,6/14/2022,Tuesday,Night,Solved,Adult,47
24826,10/31/2022,10/31/2022,31-10-2022 10:41,Hyderabad,254,EXTORTION,62,F,Blunt Object,Other Crime,11,Yes,11/24/2022,Monday,Night,Solved,Senior,24
16511,11/21/2021,11/18/2021,18-11-2021 22:04,Mumbai,489,CYBERCRIME,23,Other,Explosives,Other Crime,11,No,,Thursday,Evening,Pending,Adult,N/A
34345,12/2/2023,2/12/2023,02-12-2023 12:40,Pune,392,VANDALISM,65,M,None,Other Crime,15,Yes,2/3/2024,Sunday,Morning,Solved,Senior,63
27304,2/13/2023,11/2/2023,12-02-2023 12:40,Nashik,499,VEHICLE - STOLEN,72,M,Explosives,Violent Crime,10,No,,Thursday,Afternoon,Pending,Senior,N/A
23103,8/21/2022,8/20/2022,20-08-2022 17:06,Faridabad,321,FRAUD,35,M,Other,Other Crime,17,Yes,10/26/2022,Saturday,Evening,Solved,Adult,66
3658,6/3/2020,1/6/2020,01-06-2020 14:28,Kanpur,583,COUNTERFEITING,41,M,Other,Other Crime,9,No,,Monday,Morning,Pending,Adult,N/A
39995,7/26/2024,7/24/2024,25-07-2024 08:30,Delhi,173,BURGLARY,20,M,Other,Other Crime,6,No,,Wednesday,Night,Pending,Adult,N/A
38306,5/15/2024,5/15/2024,15-05-2024 01:28,Bangalore,268,KIDNAPPING,22,F,None,Other Crime,2,Yes,8/8/2024,Wednesday,Afternoon,Solved,Adult,85
19939,4/13/2022,10/4/2022,11-04-2022 7:56,Thane,579,ILLEGAL POSSESSION,57,Other,Other,Other Crime,14,No,,Tuesday,Morning,Pending,Adult,N/A
18010,1/20/2022,1/20/2022,20-01-2022 16:32,Indore,329,ASSAULT,65,Other,Other,Violent Crime,7,No,,Thursday,Evening,Pending,Senior,N/A
18452,2/8/2022,7/2/2022,08-02-2022 2:51,Kanpur,150,CYBERCRIME,24,Other,Knife,Other Crime,15,Yes,4/1/2022,Saturday,Morning,Solved,Adult,52
17196,12/19/2021,12/17/2021,17-12-2021 19:42,Nagpur,195,FIREARM OFFENSE,68,Other,Blunt Object,Fire Accident,8,Yes,3/6/2022,Friday,Evening,Solved,Senior,77
24755,10/31/2022,10/28/2022,28-10-2022 12:14,Pune,456,KIDNAPPING,17,Other,Poison,Other Crime,16,Yes,1/15/2023,Friday,Night,Solved,Minor,76
22253,7/16/2022,7/16/2022,16-07-2022 18:03,Ghaziabad,457,ARSON,52,Other,Firearm,Fire Accident,10,Yes,7/31/2022,Saturday,Afternoon,Solved,Adult,15
11949,5/15/2021,12/5/2021,13-05-2021 10:52,Bangalore,574,IDENTITY THEFT,43,F,Explosives,Violent Crime,8,No,,Sunday,Afternoon,Pending,Adult,N/A
30740,7/7/2023,4/7/2023,05-07-2023 16:01,Surat,397,ASSAULT,33,M,Other,Violent Crime,3,Yes,7/27/2023,Friday,Morning,Solved,Adult,20
15442,10/6/2021,5/10/2021,06-10-2021 6:25,Mumbai,466,FIREARM OFFENSE,16,F,Poison,Fire Accident,12,Yes,11/16/2021,Monday,Morning,Solved,Minor,41
29776,5/27/2023,5/25/2023,26-05-2023 05:04,Pune,218,VEHICLE - STOLEN,77,F,None,Violent Crime,5,No,,Thursday,Night,Pending,Senior,N/A
20963,5/24/2022,5/23/2022,23-05-2022 11:01,Kolkata,152,ASSAULT,32,M,Other,Violent Crime,6,No,,Monday,Night,Pending,Adult,N/A
26408,1/5/2023,5/1/2023,05-01-2023 12:34,Ahmedabad,536,VEHICLE - STOLEN,75,F,None,Violent Crime,2,No,,Monday,Morning,Pending,Senior,N/A
1752,3/14/2020,3/13/2020,14-03-2020 08:26,Mumbai,418,DRUG OFFENSE,67,M,Poison,Other Crime,5,No,,Friday,Afternoon,Pending,Senior,N/A
37800,4/24/2024,4/23/2024,24-04-2024 19:12,Mumbai,582,VANDALISM,26,F,Poison,Other Crime,2,No,,Tuesday,Night,Pending,Adult,N/A
127,1/7/2020,6/1/2020,07-01-2020 0:44,Surat,117,FIREARM OFFENSE,42,F,None,Fire Accident,8,No,,Monday,Morning,Pending,Adult,N/A
32488,9/16/2023,9/15/2023,16-09-2023 00:02,Bangalore,343,TRAFFIC VIOLATION,57,F,None,Traffic Fatality,11,Yes,9/26/2023,Friday,Afternoon,Solved,Adult,10
4713,7/16/2020,7/15/2020,15-07-2020 16:32,Surat,587,ILLEGAL POSSESSION,38,F,Blunt Object,Other Crime,2,No,,Wednesday,Afternoon,Pending,Adult,N/A
22434,7/25/2022,7/23/2022,23-07-2022 20:27,Chennai,390,ILLEGAL POSSESSION,28,Other,Blunt Object,Other Crime,1,Yes,8/17/2022,Saturday,Night,Solved,Adult,23
5936,9/6/2020,4/9/2020,04-09-2020 14:31,Kolkata,356,EXTORTION,37,F,Blunt Object,Other Crime,17,No,,Thursday,Morning,Pending,Adult,N/A
30882,7/11/2023,10/7/2023,10-07-2023 20:33,Visakhapatnam,594,ARSON,68,M,Firearm,Fire Accident,17,No,,Saturday,Morning,Pending,Senior,N/A
18659,2/16/2022,2/16/2022,16-02-2022 16:44,Bangalore,346,VANDALISM,22,Other,Knife,Other Crime,17,No,,Wednesday,Afternoon,Pending,Adult,N/A
31908,8/22/2023,8/22/2023,23-08-2023 08:45,Chennai,371,SEXUAL ASSAULT,62,F,Poison,Violent Crime,13,No,,Tuesday,Night,Pending,Senior,N/A
1590,3/9/2020,7/3/2020,08-03-2020 4:02,Jaipur,423,HOMICIDE,32,M,Poison,Other Crime,8,No,,Friday,Morning,Pending,Adult,N/A
24737,10/29/2022,10/27/2022,28-10-2022 15:13,Ludhiana,336,CYBERCRIME,19,F,Explosives,Other Crime,5,Yes,12/26/2022,Thursday,Night,Solved,Adult,58
34365,12/3/2023,2/12/2023,03-12-2023 3:41,Kolkata,149,DRUG OFFENSE,29,F,Blunt Object,Other Crime,13,No,,Sunday,Morning,Pending,Adult,N/A
2246,4/4/2020,3/4/2020,04-04-2020 9:41,Jaipur,436,SEXUAL ASSAULT,78,F,Knife,Violent Crime,7,Yes,6/13/2021,Wednesday,Morning,Solved,Senior,435
20381,4/29/2022,4/29/2022,29-04-2022 16:08,Mumbai,104,BURGLARY,56,M,Blunt Object,Other Crime,15,Yes,8/23/2022,Friday,Night,Solved,Adult,116
22570,7/30/2022,7/29/2022,30-07-2022 08:01,Delhi,566,VANDALISM,14,M,Blunt Object,Other Crime,6,Yes,9/24/2022,Friday,Night,Solved,Minor,56
36731,3/10/2024,10/3/2024,10-03-2024 13:57,Delhi,125,ILLEGAL POSSESSION,41,M,Firearm,Other Crime,3,Yes,6/5/2024,Thursday,Morning,Solved,Adult,87
30913,7/13/2023,12/7/2023,12-07-2023 23:15,Ahmedabad,470,ASSAULT,12,F,None,Violent Crime,9,No,,Thursday,Afternoon,Pending,Minor,N/A
1440,3/2/2020,2/29/2020,01-03-2020 15:29,Bangalore,188,EXTORTION,50,F,Other,Other Crime,16,Yes,3/12/2020,Saturday,Morning,Solved,Adult,10
4615,7/12/2020,11/7/2020,11-07-2020 14:09,Bangalore,256,IDENTITY THEFT,66,F,Knife,Violent Crime,5,No,,Saturday,Morning,Pending,Senior,N/A
5311,8/11/2020,9/8/2020,10-08-2020 4:43,Kolkata,333,BURGLARY,30,M,Blunt Object,Other Crime,11,No,,Tuesday,Morning,Pending,Adult,N/A
20435,5/2/2022,1/5/2022,01-05-2022 16:20,Agra,338,ARSON,15,M,None,Fire Accident,4,Yes,6/15/2022,Wednesday,Morning,Solved,Minor,44
26469,1/8/2023,7/1/2023,08-01-2023 11:00,Chennai,285,FRAUD,59,M,Explosives,Other Crime,13,Yes,2/9/2023,Saturday,Morning,Solved,Adult,32
3756,6/7/2020,5/6/2020,05-06-2020 20:44,Pune,272,SHOPLIFTING,19,F,Blunt Object,Other Crime,19,Yes,6/20/2020,Wednesday,Morning,Solved,Adult,13
6929,10/16/2020,10/15/2020,16-10-2020 06:17,Delhi,111,FRAUD,51,F,Explosives,Other Crime,17,No,,Thursday,Afternoon,Pending,Adult,N/A
20823,5/20/2022,5/17/2022,18-05-2022 04:49,Thane,425,DOMESTIC VIOLENCE,46,M,Poison,Violent Crime,19,No,,Tuesday,Evening,Pending,Adult,N/A
1791,3/16/2020,3/15/2020,16-03-2020 08:54,Delhi,319,KIDNAPPING,13,F,Other,Other Crime,1,Yes,4/29/2020,Sunday,Afternoon,Solved,Minor,44
24639,10/24/2022,10/23/2022,24-10-2022 05:16,Delhi,503,ILLEGAL POSSESSION,43,Other,Poison,Other Crime,13,No,,Sunday,Night,Pending,Adult,N/A
6258,9/19/2020,9/17/2020,18-09-2020 04:24,Bangalore,444,ARSON,59,F,Poison,Fire Accident,2,Yes,11/30/2020,Thursday,Evening,Solved,Adult,72
7014,10/21/2020,10/19/2020,19-10-2020 07:23,Nashik,421,COUNTERFEITING,19,F,None,Other Crime,3,No,,Monday,Evening,Pending,Adult,N/A
10982,4/3/2021,2/4/2021,02-04-2021 16:19,Chennai,416,ILLEGAL POSSESSION,25,M,Explosives,Other Crime,15,No,,Thursday,Morning,Pending,Adult,N/A
13619,7/23/2021,7/21/2021,22-07-2021 06:41,Nagpur,282,FRAUD,62,F,Knife,Other Crime,10,No,,Wednesday,Night,Pending,Senior,N/A
12132,5/23/2021,5/20/2021,20-05-2021 13:54,Delhi,244,CYBERCRIME,72,M,Firearm,Other Crime,18,Yes,7/26/2021,Thursday,Evening,Solved,Senior,64
36068,2/12/2024,11/2/2024,12-02-2024 0:09,Nashik,193,ASSAULT,46,F,Knife,Violent Crime,3,No,,Saturday,Afternoon,Pending,Adult,N/A
34825,12/24/2023,12/22/2023,22-12-2023 06:49,Nagpur,397,ARSON,70,M,Knife,Fire Accident,16,No,,Friday,Night,Pending,Senior,N/A
19245,3/15/2022,12/3/2022,13-03-2022 00:09,Visakhapatnam,497,IDENTITY THEFT,26,Other,None,Violent Crime,3,No,,Saturday,Afternoon,Pending,Adult,N/A
32880,10/4/2023,1/10/2023,02-10-2023 10:28,Hyderabad,495,FRAUD,36,M,Explosives,Other Crime,16,Yes,12/9/2023,Tuesday,Morning,Solved,Adult,66
15881,10/23/2021,10/23/2021,24-10-2021 04:58,Ahmedabad,575,ILLEGAL POSSESSION,70,M,Explosives,Other Crime,7,Yes,1/4/2022,Saturday,Night,Solved,Senior,73
28056,3/15/2023,3/14/2023,15-03-2023 18:24,Hyderabad,431,ARSON,16,M,Explosives,Fire Accident,6,Yes,4/5/2023,Tuesday,Afternoon,Solved,Minor,21
16706,11/29/2021,11/27/2021,27-11-2021 06:28,Mumbai,288,VANDALISM,79,F,None,Other Crime,5,Yes,12/17/2021,Saturday,Night,Solved,Senior,18
28894,4/20/2023,4/18/2023,19-04-2023 03:28,Delhi,414,PUBLIC INTOXICATION,71,F,Explosives,Other Crime,11,Yes,5/16/2023,Tuesday,Evening,Solved,Senior,26
6399,9/25/2020,9/23/2020,23-09-2020 18:39,Indore,110,IDENTITY THEFT,75,F,Blunt Object,Violent Crime,8,Yes,11/25/2020,Wednesday,Night,Solved,Senior,61
8942,1/7/2021,7/1/2021,07-01-2021 17:27,Hyderabad,329,CYBERCRIME,15,M,Explosives,Other Crime,11,Yes,3/4/2021,Thursday,Morning,Solved,Minor,56
39538,7/6/2024,5/7/2024,06-07-2024 7:51,Delhi,369,FIREARM OFFENSE,14,M,Explosives,Fire Accident,16,Yes,9/18/2024,Tuesday,Morning,Solved,Minor,74
23807,9/21/2022,9/18/2022,19-09-2022 14:06,Mumbai,520,TRAFFIC VIOLATION,25,Other,Explosives,Traffic Fatality,14,No,,Sunday,Evening,Pending,Adult,N/A
27194,2/8/2023,7/2/2023,07-02-2023 22:04,Bangalore,567,PUBLIC INTOXICATION,61,F,Firearm,Other Crime,8,Yes,2/14/2023,Sunday,Morning,Solved,Senior,6
22513,7/27/2022,7/27/2022,27-07-2022 04:03,Lucknow,387,SEXUAL ASSAULT,54,F,Explosives,Violent Crime,2,Yes,5/21/2024,Wednesday,Night,Solved,Adult,664
15323,9/30/2021,9/30/2021,01-10-2021 7:46,Mumbai,173,HOMICIDE,44,M,Poison,Other Crime,15,No,,Thursday,Morning,Pending,Adult,N/A
27885,3/9/2023,7/3/2023,08-03-2023 15:46,Kanpur,424,ARSON,13,F,Explosives,Fire Accident,3,No,,Monday,Morning,Pending,Minor,N/A
37901,4/29/2024,4/28/2024,29-04-2024 01:25,Indore,540,SEXUAL ASSAULT,30,F,Other,Violent Crime,18,No,,Sunday,Night,Pending,Adult,N/A
32573,9/20/2023,9/19/2023,20-09-2023 03:37,Ghaziabad,562,DOMESTIC VIOLENCE,63,M,Other,Violent Crime,6,No,,Tuesday,Evening,Pending,Senior,N/A
21627,6/20/2022,6/20/2022,20-06-2022 15:51,Delhi,346,IDENTITY THEFT,77,Other,Explosives,Violent Crime,3,Yes,8/13/2022,Monday,Evening,Solved,Senior,54
18411,2/7/2022,6/2/2022,06-02-2022 7:11,Delhi,217,BURGLARY,25,F,Poison,Other Crime,5,Yes,5/18/2022,Thursday,Morning,Solved,Adult,100
38739,6/2/2024,2/6/2024,02-06-2024 18:05,Lucknow,347,ARSON,50,F,Blunt Object,Fire Accident,12,Yes,7/14/2024,Tuesday,Morning,Solved,Adult,42
5324,8/10/2020,9/8/2020,09-08-2020 23:04,Lucknow,434,IDENTITY THEFT,50,F,Other,Violent Crime,11,No,,Tuesday,Morning,Pending,Adult,N/A
7934,11/28/2020,11/26/2020,26-11-2020 21:19,Bangalore,449,DRUG OFFENSE,54,F,Explosives,Other Crime,11,No,,Thursday,Night,Pending,Adult,N/A
19095,3/7/2022,6/3/2022,07-03-2022 4:47,Agra,282,ROBBERY,13,Other,Firearm,Violent Crime,6,No,,Friday,Morning,Pending,Minor,N/A
25607,12/4/2022,2/12/2022,03-12-2022 9:27,Ghaziabad,122,SEXUAL ASSAULT,57,F,Explosives,Violent Crime,7,Yes,12/28/2023,Saturday,Morning,Solved,Adult,389
5189,8/4/2020,4/8/2020,04-08-2020 12:57,Hyderabad,477,TRAFFIC VIOLATION,12,F,Poison,Traffic Fatality,1,No,,Wednesday,Morning,Pending,Minor,N/A
31266,7/28/2023,7/26/2023,27-07-2023 04:48,Chennai,285,DRUG OFFENSE,56,F,Knife,Other Crime,3,Yes,10/1/2023,Wednesday,Night,Solved,Adult,65
15690,10/16/2021,10/15/2021,15-10-2021 19:37,Patna,418,SEXUAL ASSAULT,49,F,Blunt Object,Violent Crime,2,No,,Friday,Afternoon,Pending,Adult,N/A
29496,5/16/2023,5/13/2023,14-05-2023 02:14,Hyderabad,341,SEXUAL ASSAULT,69,F,Firearm,Violent Crime,3,Yes,12/6/2024,Saturday,Afternoon,Solved,Senior,570
22914,8/12/2022,12/8/2022,13-08-2022 09:48,Delhi,574,COUNTERFEITING,64,Other,Blunt Object,Other Crime,7,No,,Thursday,Afternoon,Pending,Senior,N/A
23908,9/24/2022,9/23/2022,23-09-2022 14:28,Agra,565,HOMICIDE,52,Other,Blunt Object,Other Crime,4,Yes,7/8/2024,Friday,Night,Solved,Adult,653
25098,11/13/2022,11/11/2022,12-11-2022 0:43,Mumbai,194,COUNTERFEITING,54,M,Explosives,Other Crime,1,No,,Friday,Afternoon,Pending,Adult,N/A
2232,4/4/2020,2/4/2020,03-04-2020 18:32,Delhi,209,IDENTITY THEFT,43,M,Poison,Violent Crime,3,No,,Tuesday,Morning,Pending,Adult,N/A
31178,7/24/2023,7/23/2023,23-07-2023 17:21,Nagpur,439,FIREARM OFFENSE,49,F,Knife,Fire Accident,17,No,,Sunday,Night,Pending,Adult,N/A
26730,1/19/2023,1/18/2023,18-01-2023 23:57,Mumbai,192,SEXUAL ASSAULT,70,Other,Blunt Object,Violent Crime,15,No,,Wednesday,Evening,Pending,Senior,N/A
137,1/7/2020,6/1/2020,07-01-2020 1:01,Ahmedabad,569,PUBLIC INTOXICATION,38,F,Explosives,Other Crime,12,Yes,1/23/2020,Monday,Morning,Solved,Adult,16
14109,8/12/2021,10/8/2021,11-08-2021 18:20,Kanpur,173,VANDALISM,79,F,Knife,Other Crime,8,Yes,10/13/2021,Friday,Morning,Solved,Senior,62
27499,2/22/2023,2/19/2023,19-02-2023 18:32,Kanpur,197,TRAFFIC VIOLATION,51,Other,Firearm,Traffic Fatality,12,No,,Sunday,Evening,Pending,Adult,N/A
5302,8/9/2020,8/8/2020,09-08-2020 6:02,Delhi,132,BURGLARY,17,F,Blunt Object,Other Crime,4,No,,Saturday,Morning,Pending,Minor,N/A
21025,5/27/2022,5/26/2022,26-05-2022 13:03,Thane,400,IDENTITY THEFT,39,Other,Poison,Violent Crime,1,Yes,7/17/2022,Thursday,Night,Solved,Adult,51
25195,11/18/2022,11/15/2022,16-11-2022 11:13,Hyderabad,337,SHOPLIFTING,73,Other,Explosives,Other Crime,18,Yes,1/5/2023,Tuesday,Afternoon,Solved,Senior,48
7550,11/11/2020,10/11/2020,11-11-2020 3:48,Mumbai,535,SEXUAL ASSAULT,51,F,Other,Violent Crime,19,Yes,5/9/2022,Sunday,Morning,Solved,Adult,544
25778,12/10/2022,10/12/2022,10-12-2022 14:52,Delhi,592,BURGLARY,58,F,Explosives,Other Crime,14,No,,Wednesday,Morning,Pending,Adult,N/A
31618,8/11/2023,10/8/2023,11-08-2023 1:48,Bangalore,459,SEXUAL ASSAULT,43,F,Explosives,Violent Crime,14,Yes,2/14/2025,Sunday,Morning,Solved,Adult,553
16669,11/28/2021,11/25/2021,26-11-2021 07:33,Chennai,285,CYBERCRIME,77,M,Poison,Other Crime,15,No,,Thursday,Night,Pending,Senior,N/A
23808,9/21/2022,9/18/2022,19-09-2022 19:18,Pune,414,ROBBERY,68,M,Poison,Violent Crime,2,No,,Sunday,Evening,Pending,Senior,N/A
22153,7/14/2022,12/7/2022,12-07-2022 5:45,Ahmedabad,479,CYBERCRIME,50,F,Knife,Other Crime,3,Yes,9/28/2022,Wednesday,Afternoon,Solved,Adult,76
13004,6/27/2021,6/25/2021,25-06-2021 19:48,Faridabad,528,FIREARM OFFENSE,77,M,None,Fire Accident,16,Yes,7/29/2021,Friday,Night,Solved,Senior,32
25384,11/24/2022,11/23/2022,23-11-2022 21:35,Srinagar,540,FIREARM OFFENSE,16,F,Other,Fire Accident,7,Yes,12/25/2022,Wednesday,Night,Solved,Minor,31
18915,2/27/2022,2/27/2022,27-02-2022 09:03,Rajkot,461,ROBBERY,24,F,Knife,Violent Crime,14,No,,Sunday,Night,Pending,Adult,N/A
24379,10/15/2022,12/10/2022,13-10-2022 15:21,Ahmedabad,391,HOMICIDE,11,M,None,Other Crime,8,Yes,12/17/2023,Saturday,Afternoon,Solved,Minor,428
38039,5/4/2024,3/5/2024,04-05-2024 12:23,Mumbai,444,BURGLARY,23,F,Blunt Object,Other Crime,5,No,,Tuesday,Morning,Pending,Adult,N/A
10204,3/2/2021,1/3/2021,01-03-2021 4:10,Agra,481,FRAUD,54,F,Poison,Other Crime,9,No,,Sunday,Morning,Pending,Adult,N/A
11803,5/8/2021,6/5/2021,07-05-2021 1:42,Agra,130,CYBERCRIME,49,F,Explosives,Other Crime,15,No,,Saturday,Morning,Pending,Adult,N/A
5154,8/3/2020,2/8/2020,03-08-2020 5:54,Kanpur,303,PUBLIC INTOXICATION,58,F,Blunt Object,Other Crime,7,Yes,8/25/2020,Saturday,Morning,Solved,Adult,22
5939,9/6/2020,4/9/2020,04-09-2020 20:25,Bangalore,369,PUBLIC INTOXICATION,64,M,Other,Other Crime,9,No,,Thursday,Morning,Pending,Senior,N/A
20601,5/10/2022,8/5/2022,08-05-2022 9:46,Chennai,590,ROBBERY,66,Other,Knife,Violent Crime,16,No,,Friday,Morning,Pending,Senior,N/A
33241,10/17/2023,10/17/2023,17-10-2023 02:23,Lucknow,346,KIDNAPPING,38,M,None,Other Crime,11,No,,Tuesday,Evening,Pending,Adult,N/A
25388,11/26/2022,11/23/2022,24-11-2022 02:33,Delhi,328,DRUG OFFENSE,46,M,Blunt Object,Other Crime,13,No,,Wednesday,Night,Pending,Adult,N/A
2779,4/27/2020,4/25/2020,26-04-2020 02:33,Lucknow,589,ARSON,25,F,Explosives,Fire Accident,16,Yes,6/10/2020,Saturday,Night,Solved,Adult,44
18958,3/3/2022,2/28/2022,01-03-2022 2:38,Chennai,379,ROBBERY,19,M,None,Violent Crime,14,No,,Monday,Morning,Pending,Adult,N/A
38018,5/4/2024,3/5/2024,03-05-2024 8:31,Bangalore,563,CYBERCRIME,71,F,Poison,Other Crime,17,No,,Tuesday,Morning,Pending,Senior,N/A
2316,4/8/2020,6/4/2020,06-04-2020 23:22,Mumbai,591,SEXUAL ASSAULT,27,F,Poison,Violent Crime,9,Yes,8/24/2021,Thursday,Morning,Solved,Adult,503
35291,1/11/2024,10/1/2024,10-01-2024 22:59,Delhi,568,VANDALISM,46,M,Knife,Other Crime,16,Yes,3/26/2024,Tuesday,Morning,Solved,Adult,75
38935,6/11/2024,10/6/2024,11-06-2024 3:56,Indore,181,DOMESTIC VIOLENCE,30,M,Poison,Violent Crime,5,No,,Sunday,Morning,Pending,Adult,N/A
14801,9/9/2021,8/9/2021,08-09-2021 19:53,Indore,289,ROBBERY,27,M,Poison,Violent Crime,9,No,,Monday,Morning,Pending,Adult,N/A
19431,3/23/2022,3/20/2022,21-03-2022 02:43,Bangalore,509,FIREARM OFFENSE,49,F,Firearm,Fire Accident,3,No,,Sunday,Night,Pending,Adult,N/A
21952,7/6/2022,3/7/2022,04-07-2022 1:59,Chennai,259,SHOPLIFTING,78,F,Firearm,Other Crime,11,Yes,7/13/2022,Monday,Morning,Solved,Senior,7
15758,10/19/2021,10/18/2021,19-10-2021 04:18,Bangalore,491,BURGLARY,58,F,Poison,Other Crime,11,Yes,11/25/2021,Monday,Evening,Solved,Adult,37
